"product_code" "station_number" "year" "month" "day" "min_temperature" "accum_days_min" "quality"
"418" "IDCJAC0011" 86338 2014 2 22 14.1 1 "Y"
"419" "IDCJAC0011" 86338 2014 2 23 14 1 "Y"
"420" "IDCJAC0011" 86338 2014 2 24 13.4 1 "Y"
"421" "IDCJAC0011" 86338 2014 2 25 15 1 "Y"
"422" "IDCJAC0011" 86338 2014 2 26 14.9 1 "Y"
"423" "IDCJAC0011" 86338 2014 2 27 14 1 "Y"
"424" "IDCJAC0011" 86338 2014 2 28 12.3 1 "Y"
"425" "IDCJAC0011" 86338 2014 3 1 14.5 1 "Y"
"426" "IDCJAC0011" 86338 2014 3 2 16.8 1 "Y"
"427" "IDCJAC0011" 86338 2014 3 3 15.3 1 "Y"
"428" "IDCJAC0011" 86338 2014 3 4 15.7 1 "Y"
"429" "IDCJAC0011" 86338 2014 3 5 18.6 1 "Y"
"430" "IDCJAC0011" 86338 2014 3 6 13 1 "Y"
"431" "IDCJAC0011" 86338 2014 3 7 14.1 1 "Y"
"432" "IDCJAC0011" 86338 2014 3 8 14.8 1 "Y"
"433" "IDCJAC0011" 86338 2014 3 9 16.4 1 "Y"
"434" "IDCJAC0011" 86338 2014 3 10 19.7 1 "Y"
"435" "IDCJAC0011" 86338 2014 3 11 18.4 1 "Y"
"436" "IDCJAC0011" 86338 2014 3 12 16.1 1 "Y"
"437" "IDCJAC0011" 86338 2014 3 13 12.1 1 "Y"
"438" "IDCJAC0011" 86338 2014 3 14 13.5 1 "Y"
"439" "IDCJAC0011" 86338 2014 3 15 16.6 1 "Y"
"440" "IDCJAC0011" 86338 2014 3 16 13.5 1 "Y"
"441" "IDCJAC0011" 86338 2014 3 17 14.4 1 "Y"
"442" "IDCJAC0011" 86338 2014 3 18 15.2 1 "Y"
"443" "IDCJAC0011" 86338 2014 3 19 13.6 1 "Y"
"444" "IDCJAC0011" 86338 2014 3 20 10.5 1 "Y"
"445" "IDCJAC0011" 86338 2014 3 21 13.3 1 "Y"
"446" "IDCJAC0011" 86338 2014 3 22 13.4 1 "Y"
"447" "IDCJAC0011" 86338 2014 3 23 14 1 "Y"
"448" "IDCJAC0011" 86338 2014 3 24 12 1 "Y"
"449" "IDCJAC0011" 86338 2014 3 25 11.5 1 "Y"
"450" "IDCJAC0011" 86338 2014 3 26 13.9 1 "Y"
"451" "IDCJAC0011" 86338 2014 3 27 17 1 "Y"
"452" "IDCJAC0011" 86338 2014 3 28 16.9 1 "Y"
"453" "IDCJAC0011" 86338 2014 3 29 12.3 1 "Y"
"454" "IDCJAC0011" 86338 2014 3 30 14.3 1 "Y"
"455" "IDCJAC0011" 86338 2014 3 31 16.3 1 "Y"
"456" "IDCJAC0011" 86338 2014 4 1 17.9 1 "Y"
"457" "IDCJAC0011" 86338 2014 4 2 22.2 1 "Y"
"458" "IDCJAC0011" 86338 2014 4 3 15.6 1 "Y"
"459" "IDCJAC0011" 86338 2014 4 4 14.2 1 "Y"
"460" "IDCJAC0011" 86338 2014 4 5 14.8 1 "Y"
"461" "IDCJAC0011" 86338 2014 4 6 11.8 1 "Y"
"462" "IDCJAC0011" 86338 2014 4 7 13.4 1 "Y"
"463" "IDCJAC0011" 86338 2014 4 8 16.6 1 "Y"
"464" "IDCJAC0011" 86338 2014 4 9 16.8 1 "Y"
"465" "IDCJAC0011" 86338 2014 4 10 16.7 1 "Y"
"466" "IDCJAC0011" 86338 2014 4 11 17.2 1 "Y"
"467" "IDCJAC0011" 86338 2014 4 12 15.1 1 "Y"
"468" "IDCJAC0011" 86338 2014 4 13 11.7 1 "Y"
"469" "IDCJAC0011" 86338 2014 4 14 11.7 1 "Y"
"470" "IDCJAC0011" 86338 2014 4 15 10 1 "Y"
"471" "IDCJAC0011" 86338 2014 4 16 9.9 1 "Y"
"472" "IDCJAC0011" 86338 2014 4 17 10.9 1 "Y"
"473" "IDCJAC0011" 86338 2014 4 18 12.7 1 "Y"
"474" "IDCJAC0011" 86338 2014 4 19 11.8 1 "Y"
"475" "IDCJAC0011" 86338 2014 4 20 12.5 1 "Y"
"476" "IDCJAC0011" 86338 2014 4 21 12.3 1 "Y"
"477" "IDCJAC0011" 86338 2014 4 22 13.5 1 "Y"
"478" "IDCJAC0011" 86338 2014 4 23 10.9 1 "Y"
"479" "IDCJAC0011" 86338 2014 4 24 13.3 1 "Y"
"480" "IDCJAC0011" 86338 2014 4 25 6.3 1 "Y"
"481" "IDCJAC0011" 86338 2014 4 26 9.6 1 "Y"
"482" "IDCJAC0011" 86338 2014 4 27 7.5 1 "Y"
"483" "IDCJAC0011" 86338 2014 4 28 6.5 1 "Y"
"484" "IDCJAC0011" 86338 2014 4 29 13.9 1 "Y"
"485" "IDCJAC0011" 86338 2014 4 30 10.4 1 "Y"
"486" "IDCJAC0011" 86338 2014 5 1 6.2 1 "Y"
"487" "IDCJAC0011" 86338 2014 5 2 9.6 1 "Y"
"488" "IDCJAC0011" 86338 2014 5 3 9.8 1 "Y"
"489" "IDCJAC0011" 86338 2014 5 4 8.6 1 "Y"
"490" "IDCJAC0011" 86338 2014 5 5 9.8 1 "Y"
"491" "IDCJAC0011" 86338 2014 5 6 10.8 1 "Y"
"492" "IDCJAC0011" 86338 2014 5 7 8.5 1 "Y"
"493" "IDCJAC0011" 86338 2014 5 8 4.1 1 "Y"
"494" "IDCJAC0011" 86338 2014 5 9 5.9 1 "Y"
"495" "IDCJAC0011" 86338 2014 5 10 12.9 1 "Y"
"496" "IDCJAC0011" 86338 2014 5 11 9.6 1 "Y"
"497" "IDCJAC0011" 86338 2014 5 12 7.7 1 "Y"
"498" "IDCJAC0011" 86338 2014 5 13 7.6 1 "Y"
"499" "IDCJAC0011" 86338 2014 5 14 8.6 1 "Y"
"500" "IDCJAC0011" 86338 2014 5 15 14.3 1 "Y"
"501" "IDCJAC0011" 86338 2014 5 16 16.7 1 "Y"
"502" "IDCJAC0011" 86338 2014 5 17 16.5 1 "Y"
"503" "IDCJAC0011" 86338 2014 5 18 17.3 1 "Y"
"504" "IDCJAC0011" 86338 2014 5 19 17.3 1 "Y"
"505" "IDCJAC0011" 86338 2014 5 20 15 1 "Y"
"506" "IDCJAC0011" 86338 2014 5 21 10.7 1 "Y"
"507" "IDCJAC0011" 86338 2014 5 22 12.9 1 "Y"
"508" "IDCJAC0011" 86338 2014 5 23 15.2 1 "Y"
"509" "IDCJAC0011" 86338 2014 5 24 9.9 1 "Y"
"510" "IDCJAC0011" 86338 2014 5 25 12.8 1 "Y"
"511" "IDCJAC0011" 86338 2014 5 26 11.8 1 "Y"
"512" "IDCJAC0011" 86338 2014 5 27 14.8 1 "Y"
"513" "IDCJAC0011" 86338 2014 5 28 13.1 1 "Y"
"514" "IDCJAC0011" 86338 2014 5 29 9.3 1 "Y"
"515" "IDCJAC0011" 86338 2014 5 30 6.1 1 "Y"
"516" "IDCJAC0011" 86338 2014 5 31 7.5 1 "Y"
"517" "IDCJAC0011" 86338 2014 6 1 11.3 1 "Y"
"518" "IDCJAC0011" 86338 2014 6 2 11 1 "Y"
"519" "IDCJAC0011" 86338 2014 6 3 12.1 1 "Y"
"520" "IDCJAC0011" 86338 2014 6 4 10.7 1 "Y"
"521" "IDCJAC0011" 86338 2014 6 5 11.6 1 "Y"
"522" "IDCJAC0011" 86338 2014 6 6 8.4 1 "Y"
"523" "IDCJAC0011" 86338 2014 6 7 9.5 1 "Y"
"524" "IDCJAC0011" 86338 2014 6 8 10.9 1 "Y"
"525" "IDCJAC0011" 86338 2014 6 9 5.6 1 "Y"
"526" "IDCJAC0011" 86338 2014 6 10 9.1 1 "Y"
"527" "IDCJAC0011" 86338 2014 6 11 6.3 1 "Y"
"528" "IDCJAC0011" 86338 2014 6 12 8.6 1 "Y"
"529" "IDCJAC0011" 86338 2014 6 13 12.1 1 "Y"
"530" "IDCJAC0011" 86338 2014 6 14 10.1 1 "Y"
"531" "IDCJAC0011" 86338 2014 6 15 10.5 1 "Y"
"532" "IDCJAC0011" 86338 2014 6 16 10.4 1 "Y"
"533" "IDCJAC0011" 86338 2014 6 17 10.1 1 "Y"
"534" "IDCJAC0011" 86338 2014 6 18 11 1 "Y"
"535" "IDCJAC0011" 86338 2014 6 19 7.2 1 "Y"
"536" "IDCJAC0011" 86338 2014 6 20 9.4 1 "Y"
"537" "IDCJAC0011" 86338 2014 6 21 11.7 1 "Y"
"538" "IDCJAC0011" 86338 2014 6 22 7.2 1 "Y"
"539" "IDCJAC0011" 86338 2014 6 23 9.3 1 "Y"
"540" "IDCJAC0011" 86338 2014 6 24 7.2 1 "Y"
"541" "IDCJAC0011" 86338 2014 6 25 8.8 1 "Y"
"542" "IDCJAC0011" 86338 2014 6 26 11.5 1 "Y"
"543" "IDCJAC0011" 86338 2014 6 27 10.9 1 "Y"
"544" "IDCJAC0011" 86338 2014 6 28 9.7 1 "Y"
"545" "IDCJAC0011" 86338 2014 6 29 9 1 "Y"
"546" "IDCJAC0011" 86338 2014 6 30 7 1 "Y"
"547" "IDCJAC0011" 86338 2014 7 1 8.9 1 "Y"
"548" "IDCJAC0011" 86338 2014 7 2 10.9 1 "Y"
"549" "IDCJAC0011" 86338 2014 7 3 7.4 1 "Y"
"550" "IDCJAC0011" 86338 2014 7 4 8.3 1 "Y"
"551" "IDCJAC0011" 86338 2014 7 5 8.9 1 "Y"
"552" "IDCJAC0011" 86338 2014 7 6 10.5 1 "Y"
"553" "IDCJAC0011" 86338 2014 7 7 9.5 1 "Y"
"554" "IDCJAC0011" 86338 2014 7 8 9.4 1 "Y"
"555" "IDCJAC0011" 86338 2014 7 9 9.4 1 "Y"
"556" "IDCJAC0011" 86338 2014 7 10 7.8 1 "Y"
"557" "IDCJAC0011" 86338 2014 7 11 7.9 1 "Y"
"558" "IDCJAC0011" 86338 2014 7 12 7.3 1 "Y"
"559" "IDCJAC0011" 86338 2014 7 13 5.1 1 "Y"
"560" "IDCJAC0011" 86338 2014 7 14 6.9 1 "Y"
"561" "IDCJAC0011" 86338 2014 7 15 6.9 1 "Y"
"562" "IDCJAC0011" 86338 2014 7 16 9.9 1 "Y"
"563" "IDCJAC0011" 86338 2014 7 17 8.7 1 "Y"
"564" "IDCJAC0011" 86338 2014 7 18 6.1 1 "Y"
"565" "IDCJAC0011" 86338 2014 7 19 8.2 1 "Y"
"566" "IDCJAC0011" 86338 2014 7 20 7.7 1 "Y"
"567" "IDCJAC0011" 86338 2014 7 21 4.8 1 "Y"
"568" "IDCJAC0011" 86338 2014 7 22 5.2 1 "Y"
"569" "IDCJAC0011" 86338 2014 7 23 4.1 1 "Y"
"570" "IDCJAC0011" 86338 2014 7 24 4.2 1 "Y"
"571" "IDCJAC0011" 86338 2014 7 25 8.6 1 "Y"
"572" "IDCJAC0011" 86338 2014 7 26 12.2 1 "Y"
"573" "IDCJAC0011" 86338 2014 7 27 7.2 1 "Y"
"574" "IDCJAC0011" 86338 2014 7 28 10 1 "Y"
"575" "IDCJAC0011" 86338 2014 7 29 11.6 1 "Y"
"576" "IDCJAC0011" 86338 2014 7 30 12.1 1 "Y"
"577" "IDCJAC0011" 86338 2014 7 31 13.7 1 "Y"
"578" "IDCJAC0011" 86338 2014 8 1 6.2 1 "Y"
"579" "IDCJAC0011" 86338 2014 8 2 4.8 1 "Y"
"580" "IDCJAC0011" 86338 2014 8 3 1.2 1 "Y"
"581" "IDCJAC0011" 86338 2014 8 4 1.7 1 "Y"
"582" "IDCJAC0011" 86338 2014 8 5 4.6 1 "Y"
"583" "IDCJAC0011" 86338 2014 8 6 10.6 1 "Y"
"584" "IDCJAC0011" 86338 2014 8 7 10.7 1 "Y"
"585" "IDCJAC0011" 86338 2014 8 8 10.6 1 "Y"
"586" "IDCJAC0011" 86338 2014 8 9 7.1 1 "Y"
"587" "IDCJAC0011" 86338 2014 8 10 9.7 1 "Y"
"588" "IDCJAC0011" 86338 2014 8 11 5.9 1 "Y"
"589" "IDCJAC0011" 86338 2014 8 12 6.2 1 "Y"
"590" "IDCJAC0011" 86338 2014 8 13 7.8 1 "Y"
"591" "IDCJAC0011" 86338 2014 8 14 9.5 1 "Y"
"592" "IDCJAC0011" 86338 2014 8 15 3.6 1 "Y"
"593" "IDCJAC0011" 86338 2014 8 16 5.4 1 "Y"
"594" "IDCJAC0011" 86338 2014 8 17 6.7 1 "Y"
"595" "IDCJAC0011" 86338 2014 8 18 10.2 1 "Y"
"596" "IDCJAC0011" 86338 2014 8 19 10.7 1 "Y"
"597" "IDCJAC0011" 86338 2014 8 20 9.7 1 "Y"
"598" "IDCJAC0011" 86338 2014 8 21 7.5 1 "Y"
"599" "IDCJAC0011" 86338 2014 8 22 7 1 "Y"
"600" "IDCJAC0011" 86338 2014 8 23 7.4 1 "Y"
"601" "IDCJAC0011" 86338 2014 8 24 11 1 "Y"
"602" "IDCJAC0011" 86338 2014 8 25 10.8 1 "Y"
"603" "IDCJAC0011" 86338 2014 8 26 7 1 "Y"
"604" "IDCJAC0011" 86338 2014 8 27 6.7 1 "Y"
"605" "IDCJAC0011" 86338 2014 8 28 7.4 1 "Y"
"606" "IDCJAC0011" 86338 2014 8 29 7.6 1 "Y"
"607" "IDCJAC0011" 86338 2014 8 30 10.4 1 "Y"
"608" "IDCJAC0011" 86338 2014 8 31 9.5 1 "Y"
"609" "IDCJAC0011" 86338 2014 9 1 15 1 "Y"
"610" "IDCJAC0011" 86338 2014 9 2 8.6 1 "Y"
"611" "IDCJAC0011" 86338 2014 9 3 7.9 1 "Y"
"612" "IDCJAC0011" 86338 2014 9 4 4.8 1 "Y"
"613" "IDCJAC0011" 86338 2014 9 5 4.8 1 "Y"
"614" "IDCJAC0011" 86338 2014 9 6 6 1 "Y"
"615" "IDCJAC0011" 86338 2014 9 7 6.7 1 "Y"
"616" "IDCJAC0011" 86338 2014 9 8 9.7 1 "Y"
"617" "IDCJAC0011" 86338 2014 9 9 16 1 "Y"
"618" "IDCJAC0011" 86338 2014 9 10 11.6 1 "Y"
"619" "IDCJAC0011" 86338 2014 9 11 11.2 1 "Y"
"620" "IDCJAC0011" 86338 2014 9 12 5.8 1 "Y"
"621" "IDCJAC0011" 86338 2014 9 13 5.7 1 "Y"
"622" "IDCJAC0011" 86338 2014 9 14 6.8 1 "Y"
"623" "IDCJAC0011" 86338 2014 9 15 9.2 1 "Y"
"624" "IDCJAC0011" 86338 2014 9 16 11 1 "Y"
"625" "IDCJAC0011" 86338 2014 9 17 9.6 1 "Y"
"626" "IDCJAC0011" 86338 2014 9 18 8 1 "Y"
"627" "IDCJAC0011" 86338 2014 9 19 8.7 1 "Y"
"628" "IDCJAC0011" 86338 2014 9 20 9.8 1 "Y"
"629" "IDCJAC0011" 86338 2014 9 21 10.4 1 "Y"
"630" "IDCJAC0011" 86338 2014 9 22 5.4 1 "Y"
"631" "IDCJAC0011" 86338 2014 9 23 9.4 1 "Y"
"632" "IDCJAC0011" 86338 2014 9 24 15 1 "Y"
"633" "IDCJAC0011" 86338 2014 9 25 13.6 1 "Y"
"634" "IDCJAC0011" 86338 2014 9 26 10.4 1 "Y"
"635" "IDCJAC0011" 86338 2014 9 27 8.8 1 "Y"
"636" "IDCJAC0011" 86338 2014 9 28 15.5 1 "Y"
"637" "IDCJAC0011" 86338 2014 9 29 14.6 1 "Y"
"638" "IDCJAC0011" 86338 2014 9 30 13.5 1 "Y"
"639" "IDCJAC0011" 86338 2014 10 1 7.4 1 "Y"
"640" "IDCJAC0011" 86338 2014 10 2 9.6 1 "Y"
"641" "IDCJAC0011" 86338 2014 10 3 10.7 1 "Y"
"642" "IDCJAC0011" 86338 2014 10 4 8.7 1 "Y"
"643" "IDCJAC0011" 86338 2014 10 5 13.7 1 "Y"
"644" "IDCJAC0011" 86338 2014 10 6 9.1 1 "Y"
"645" "IDCJAC0011" 86338 2014 10 7 12.1 1 "Y"
"646" "IDCJAC0011" 86338 2014 10 8 9 1 "Y"
"647" "IDCJAC0011" 86338 2014 10 9 9.4 1 "Y"
"648" "IDCJAC0011" 86338 2014 10 10 13.8 1 "Y"
"649" "IDCJAC0011" 86338 2014 10 11 13.7 1 "Y"
"650" "IDCJAC0011" 86338 2014 10 12 9.4 1 "Y"
"651" "IDCJAC0011" 86338 2014 10 13 9.7 1 "Y"
"652" "IDCJAC0011" 86338 2014 10 14 8.6 1 "Y"
"653" "IDCJAC0011" 86338 2014 10 15 5.9 1 "Y"
"654" "IDCJAC0011" 86338 2014 10 16 11 1 "Y"
"655" "IDCJAC0011" 86338 2014 10 17 10.2 1 "Y"
"656" "IDCJAC0011" 86338 2014 10 18 8 1 "Y"
"657" "IDCJAC0011" 86338 2014 10 19 13.5 1 "Y"
"658" "IDCJAC0011" 86338 2014 10 20 10.2 1 "Y"
"659" "IDCJAC0011" 86338 2014 10 21 8 1 "Y"
"660" "IDCJAC0011" 86338 2014 10 22 13.1 1 "Y"
"661" "IDCJAC0011" 86338 2014 10 23 14.8 1 "Y"
"662" "IDCJAC0011" 86338 2014 10 24 14.6 1 "Y"
"663" "IDCJAC0011" 86338 2014 10 25 14.1 1 "Y"
"664" "IDCJAC0011" 86338 2014 10 26 13.8 1 "Y"
"665" "IDCJAC0011" 86338 2014 10 27 13.5 1 "Y"
"666" "IDCJAC0011" 86338 2014 10 28 11.6 1 "Y"
"667" "IDCJAC0011" 86338 2014 10 29 10.7 1 "Y"
"668" "IDCJAC0011" 86338 2014 10 30 13.4 1 "Y"
"669" "IDCJAC0011" 86338 2014 10 31 10.4 1 "Y"
"670" "IDCJAC0011" 86338 2014 11 1 13.4 1 "Y"
"671" "IDCJAC0011" 86338 2014 11 2 9.1 1 "Y"
"672" "IDCJAC0011" 86338 2014 11 3 11 1 "Y"
"673" "IDCJAC0011" 86338 2014 11 4 12.5 1 "Y"
"674" "IDCJAC0011" 86338 2014 11 5 12.5 1 "Y"
"675" "IDCJAC0011" 86338 2014 11 6 11 1 "Y"
"676" "IDCJAC0011" 86338 2014 11 7 11.1 1 "Y"
"677" "IDCJAC0011" 86338 2014 11 8 18 1 "Y"
"678" "IDCJAC0011" 86338 2014 11 9 12.6 1 "Y"
"679" "IDCJAC0011" 86338 2014 11 10 11 1 "Y"
"680" "IDCJAC0011" 86338 2014 11 11 12.2 1 "Y"
"681" "IDCJAC0011" 86338 2014 11 12 7.9 1 "Y"
"682" "IDCJAC0011" 86338 2014 11 13 12.7 1 "Y"
"683" "IDCJAC0011" 86338 2014 11 14 17.7 1 "Y"
"684" "IDCJAC0011" 86338 2014 11 15 12.1 1 "Y"
"685" "IDCJAC0011" 86338 2014 11 16 10.6 1 "Y"
"686" "IDCJAC0011" 86338 2014 11 17 12.2 1 "Y"
"687" "IDCJAC0011" 86338 2014 11 18 10.9 1 "Y"
"688" "IDCJAC0011" 86338 2014 11 19 11.4 1 "Y"
"689" "IDCJAC0011" 86338 2014 11 20 15.4 1 "Y"
"690" "IDCJAC0011" 86338 2014 11 21 16.2 1 "Y"
"691" "IDCJAC0011" 86338 2014 11 22 12.9 1 "Y"
"692" "IDCJAC0011" 86338 2014 11 23 16.5 1 "Y"
"693" "IDCJAC0011" 86338 2014 11 24 14.5 1 "Y"
"694" "IDCJAC0011" 86338 2014 11 25 11.5 1 "Y"
"695" "IDCJAC0011" 86338 2014 11 26 12 1 "Y"
"696" "IDCJAC0011" 86338 2014 11 27 13.1 1 "Y"
"697" "IDCJAC0011" 86338 2014 11 28 11.4 1 "Y"
"698" "IDCJAC0011" 86338 2014 11 29 11.9 1 "Y"
"699" "IDCJAC0011" 86338 2014 11 30 15.6 1 "Y"
"700" "IDCJAC0011" 86338 2014 12 1 20.8 1 "N"
"701" "IDCJAC0011" 86338 2014 12 2 16.1 1 "N"
"702" "IDCJAC0011" 86338 2014 12 3 16.2 1 "N"
"703" "IDCJAC0011" 86338 2014 12 4 17.5 1 "N"
"704" "IDCJAC0011" 86338 2014 12 5 17.4 1 "N"
"705" "IDCJAC0011" 86338 2014 12 6 15.4 1 "N"
"706" "IDCJAC0011" 86338 2014 12 7 13.8 1 "N"
"707" "IDCJAC0011" 86338 2014 12 8 14.1 1 "N"
"708" "IDCJAC0011" 86338 2014 12 9 15.3 1 "N"
"709" "IDCJAC0011" 86338 2014 12 10 12.7 1 "N"
"710" "IDCJAC0011" 86338 2014 12 11 15.9 1 "N"
"711" "IDCJAC0011" 86338 2014 12 12 14 1 "N"
"712" "IDCJAC0011" 86338 2014 12 13 14.4 1 "N"
"713" "IDCJAC0011" 86338 2014 12 14 18.9 1 "N"
"714" "IDCJAC0011" 86338 2014 12 15 15.3 1 "N"
"715" "IDCJAC0011" 86338 2014 12 16 16 1 "N"
"716" "IDCJAC0011" 86338 2014 12 17 12.2 1 "N"
"717" "IDCJAC0011" 86338 2014 12 18 11.6 1 "N"
"718" "IDCJAC0011" 86338 2014 12 19 11.4 1 "N"
"719" "IDCJAC0011" 86338 2014 12 20 12.5 1 "N"
"720" "IDCJAC0011" 86338 2014 12 21 13.1 1 "N"
"721" "IDCJAC0011" 86338 2014 12 22 17.2 1 "N"
"722" "IDCJAC0011" 86338 2014 12 23 19.7 1 "N"
"723" "IDCJAC0011" 86338 2014 12 24 14.4 1 "N"
"724" "IDCJAC0011" 86338 2014 12 25 13.4 1 "N"
"725" "IDCJAC0011" 86338 2014 12 26 10.8 1 "N"
"726" "IDCJAC0011" 86338 2014 12 27 12.5 1 "N"
"727" "IDCJAC0011" 86338 2014 12 28 12.2 1 "N"
"728" "IDCJAC0011" 86338 2014 12 29 16.7 1 "N"
"729" "IDCJAC0011" 86338 2014 12 30 13.5 1 "N"
"730" "IDCJAC0011" 86338 2014 12 31 12.6 1 "N"
"731" "IDCJAC0011" 86338 2015 1 1 13.3 1 "Y"
"732" "IDCJAC0011" 86338 2015 1 2 15.4 1 "Y"
"733" "IDCJAC0011" 86338 2015 1 3 20 1 "Y"
"734" "IDCJAC0011" 86338 2015 1 4 16.3 1 "Y"
"735" "IDCJAC0011" 86338 2015 1 5 15 1 "Y"
"736" "IDCJAC0011" 86338 2015 1 6 17.7 1 "Y"
"737" "IDCJAC0011" 86338 2015 1 7 18.9 1 "Y"
"738" "IDCJAC0011" 86338 2015 1 8 23.1 1 "Y"
"739" "IDCJAC0011" 86338 2015 1 9 16.5 1 "Y"
"740" "IDCJAC0011" 86338 2015 1 10 13.6 1 "Y"
"741" "IDCJAC0011" 86338 2015 1 11 15.6 1 "Y"
"742" "IDCJAC0011" 86338 2015 1 12 16.1 1 "Y"
"743" "IDCJAC0011" 86338 2015 1 13 20.2 1 "Y"
"744" "IDCJAC0011" 86338 2015 1 14 18.3 1 "Y"
"745" "IDCJAC0011" 86338 2015 1 15 15.8 1 "Y"
"746" "IDCJAC0011" 86338 2015 1 16 13.1 1 "Y"
"747" "IDCJAC0011" 86338 2015 1 17 15.9 1 "Y"
"748" "IDCJAC0011" 86338 2015 1 18 15.3 1 "Y"
"749" "IDCJAC0011" 86338 2015 1 19 13.5 1 "Y"
"750" "IDCJAC0011" 86338 2015 1 20 13 1 "Y"
"751" "IDCJAC0011" 86338 2015 1 21 19.7 1 "Y"
"752" "IDCJAC0011" 86338 2015 1 22 18.7 1 "Y"
"753" "IDCJAC0011" 86338 2015 1 23 20.2 1 "Y"
"754" "IDCJAC0011" 86338 2015 1 24 15.8 1 "Y"
"755" "IDCJAC0011" 86338 2015 1 25 14.7 1 "Y"
"756" "IDCJAC0011" 86338 2015 1 26 11.6 1 "Y"
"757" "IDCJAC0011" 86338 2015 1 27 11.7 1 "Y"
"758" "IDCJAC0011" 86338 2015 1 28 13.3 1 "Y"
"759" "IDCJAC0011" 86338 2015 1 29 12.8 1 "Y"
"760" "IDCJAC0011" 86338 2015 1 30 13.1 1 "Y"
"761" "IDCJAC0011" 86338 2015 1 31 14.3 1 "Y"
"762" "IDCJAC0011" 86338 2015 2 1 13.2 1 "Y"
"763" "IDCJAC0011" 86338 2015 2 2 13.5 1 "Y"
"764" "IDCJAC0011" 86338 2015 2 3 16.1 1 "Y"
"765" "IDCJAC0011" 86338 2015 2 4 14.8 1 "Y"
"766" "IDCJAC0011" 86338 2015 2 5 13.3 1 "Y"
"767" "IDCJAC0011" 86338 2015 2 6 14.5 1 "Y"
"768" "IDCJAC0011" 86338 2015 2 7 18.8 1 "Y"
"769" "IDCJAC0011" 86338 2015 2 8 18.9 1 "Y"
"770" "IDCJAC0011" 86338 2015 2 9 13.6 1 "Y"
"771" "IDCJAC0011" 86338 2015 2 10 16.4 1 "Y"
"772" "IDCJAC0011" 86338 2015 2 11 18.1 1 "Y"
"773" "IDCJAC0011" 86338 2015 2 12 17.8 1 "Y"
"774" "IDCJAC0011" 86338 2015 2 13 16.1 1 "Y"
"775" "IDCJAC0011" 86338 2015 2 14 19 1 "Y"
"776" "IDCJAC0011" 86338 2015 2 15 18.2 1 "Y"
"777" "IDCJAC0011" 86338 2015 2 16 17.4 1 "Y"
"778" "IDCJAC0011" 86338 2015 2 17 17.6 1 "Y"
"779" "IDCJAC0011" 86338 2015 2 18 17.7 1 "Y"
"780" "IDCJAC0011" 86338 2015 2 19 18.2 1 "Y"
"781" "IDCJAC0011" 86338 2015 2 20 17.4 1 "Y"
"782" "IDCJAC0011" 86338 2015 2 21 18.1 1 "Y"
"783" "IDCJAC0011" 86338 2015 2 22 20.3 1 "Y"
"784" "IDCJAC0011" 86338 2015 2 23 21.1 1 "Y"
"785" "IDCJAC0011" 86338 2015 2 24 15.9 1 "Y"
"786" "IDCJAC0011" 86338 2015 2 25 14 1 "Y"
"787" "IDCJAC0011" 86338 2015 2 26 16 1 "Y"
"788" "IDCJAC0011" 86338 2015 2 27 14.8 1 "Y"
"789" "IDCJAC0011" 86338 2015 2 28 17.9 1 "Y"
"790" "IDCJAC0011" 86338 2015 3 1 15.2 1 "Y"
"791" "IDCJAC0011" 86338 2015 3 2 11.6 1 "Y"
"792" "IDCJAC0011" 86338 2015 3 3 15.5 1 "Y"
"793" "IDCJAC0011" 86338 2015 3 4 15.4 1 "Y"
"794" "IDCJAC0011" 86338 2015 3 5 12.6 1 "Y"
"795" "IDCJAC0011" 86338 2015 3 6 14.1 1 "Y"
"796" "IDCJAC0011" 86338 2015 3 7 15.4 1 "Y"
"797" "IDCJAC0011" 86338 2015 3 8 16.2 1 "Y"
"798" "IDCJAC0011" 86338 2015 3 9 14.4 1 "Y"
"799" "IDCJAC0011" 86338 2015 3 10 16.2 1 "Y"
"800" "IDCJAC0011" 86338 2015 3 11 11.2 1 "Y"
"801" "IDCJAC0011" 86338 2015 3 12 13 1 "Y"
"802" "IDCJAC0011" 86338 2015 3 13 14.4 1 "Y"
"803" "IDCJAC0011" 86338 2015 3 14 9.4 1 "Y"
"804" "IDCJAC0011" 86338 2015 3 15 13.1 1 "Y"
"805" "IDCJAC0011" 86338 2015 3 16 10.5 1 "Y"
"806" "IDCJAC0011" 86338 2015 3 17 13 1 "Y"
"807" "IDCJAC0011" 86338 2015 3 18 17.8 1 "Y"
"808" "IDCJAC0011" 86338 2015 3 19 16.5 1 "Y"
"809" "IDCJAC0011" 86338 2015 3 20 14.2 1 "Y"
"810" "IDCJAC0011" 86338 2015 3 21 11.9 1 "Y"
"811" "IDCJAC0011" 86338 2015 3 22 11.3 1 "Y"
"812" "IDCJAC0011" 86338 2015 3 23 13.6 1 "Y"
"813" "IDCJAC0011" 86338 2015 3 24 12.6 1 "Y"
"814" "IDCJAC0011" 86338 2015 3 25 13 1 "Y"
"815" "IDCJAC0011" 86338 2015 3 26 9.8 1 "Y"
"816" "IDCJAC0011" 86338 2015 3 27 11.6 1 "Y"
"817" "IDCJAC0011" 86338 2015 3 28 12.7 1 "Y"
"818" "IDCJAC0011" 86338 2015 3 29 8.5 1 "Y"
"819" "IDCJAC0011" 86338 2015 3 30 10.6 1 "Y"
